species,gait_type,target_speed_ms,stiffness_Nm_rad,stiffness_normalised,stride_length_m
cheetah,rotary,12,1279.35,28.1177,3.52543
cheetah,rotary,12,1473.04,32.3746,3.51234
cheetah,rotary,12,1696.06,37.2759,3.49604
cheetah,rotary,12,1952.83,42.9193,3.48901
cheetah,rotary,12,2248.48,49.4171,3.49283
cheetah,rotary,12,2588.89,56.8987,3.50427
cheetah,rotary,12,2980.83,65.5129,3.51019
cheetah,rotary,12,3432.12,75.4312,3.51345
cheetah,rotary,12,3951.73,86.8511,3.51663
cheetah,rotary,12,4550,100,3.5169
cheetah,rotary,15,4.55,0.1,5.02252
cheetah,rotary,15,5.2388,0.115138,4.9999
cheetah,rotary,15,6.032,0.132571,4.9867
cheetah,rotary,15,6.9452,0.152642,4.98351
cheetah,rotary,15,7.9967,0.175752,4.98527
cheetah,rotary,15,9.2073,0.202358,4.98919
cheetah,rotary,15,10.6013,0.232996,4.98399
cheetah,rotary,15,12.2063,0.26827,4.98264
cheetah,rotary,15,14.0542,0.308884,4.98278
cheetah,rotary,15,16.182,0.355648,4.97836
cheetah,rotary,15,18.6319,0.409492,4.97466
cheetah,rotary,15,21.4526,0.471486,4.97384
cheetah,rotary,15,24.7005,0.542868,4.99709
cheetah,rotary,15,28.44,0.625055,4.96998
cheetah,rotary,15,32.7457,0.719686,4.96435
cheetah,rotary,15,37.7032,0.828642,4.95729
cheetah,rotary,15,43.4113,0.954095,4.95402
cheetah,rotary,15,49.9836,1.09854,4.9505
cheetah,rotary,15,57.5509,1.26485,4.94448
cheetah,rotary,15,66.2639,1.45635,4.93836
cheetah,rotary,15,76.2959,1.67683,4.9312
cheetah,rotary,15,87.8467,1.9307,4.92917
cheetah,rotary,15,101.146,2.223,4.91674
cheetah,rotary,15,116.459,2.55955,4.90921
cheetah,rotary,15,134.091,2.94705,4.90636
cheetah,rotary,15,154.392,3.39322,4.89117
cheetah,rotary,15,177.766,3.90694,4.85753
cheetah,rotary,15,204.679,4.49843,4.84612
cheetah,rotary,15,235.666,5.17947,4.82222
cheetah,rotary,15,271.345,5.96362,4.80436
cheetah,rotary,15,312.425,6.86649,4.74911
cheetah,rotary,15,359.725,7.90604,4.7112
cheetah,rotary,15,414.186,9.10298,4.71407
cheetah,rotary,15,476.892,10.4811,4.70238
cheetah,rotary,15,549.091,12.0679,4.61357
cheetah,rotary,15,632.22,13.895,4.61947
cheetah,rotary,15,727.936,15.9986,4.52552
cheetah,rotary,15,838.142,18.4207,4.29036
cheetah,rotary,15,965.033,21.2095,4.15098
cheetah,rotary,15,1111.13,24.4205,4.09696
cheetah,rotary,15,1279.35,28.1177,4.07141
cheetah,rotary,15,1473.04,32.3746,4.00627
cheetah,rotary,15,1696.06,37.2759,3.96238
cheetah,rotary,15,1952.83,42.9193,3.94761
cheetah,rotary,15,2248.48,49.4171,4.04522
cheetah,rotary,15,2588.89,56.8987,4.09275
cheetah,rotary,15,2980.83,65.5129,4.09528
cheetah,rotary,15,3432.12,75.4312,4.10088
cheetah,rotary,15,3951.73,86.8511,4.11482
cheetah,rotary,15,4550,100,4.11388
cheetah,transverse,8,4.55,0.1,2.72426
cheetah,transverse,8,5.2388,0.115138,2.72459
cheetah,transverse,8,6.032,0.132571,2.72557
cheetah,transverse,8,6.9452,0.152642,2.72796
cheetah,transverse,8,7.9967,0.175752,2.7284
cheetah,transverse,8,9.2073,0.202358,2.73077
cheetah,transverse,8,10.6013,0.232996,2.73109
cheetah,transverse,8,12.2063,0.26827,2.73517
cheetah,transverse,8,14.0542,0.308884,2.73318
cheetah,transverse,8,16.182,0.355648,2.73166
cheetah,transverse,8,18.6319,0.409492,2.73058
cheetah,transverse,8,21.4526,0.471486,2.72655
cheetah,transverse,8,24.7005,0.542868,2.72514
cheetah,transverse,8,28.44,0.625055,2.71831
cheetah,transverse,8,32.7457,0.719686,2.71538
cheetah,transverse,8,37.7032,0.828642,2.71237
cheetah,transverse,8,43.4113,0.954095,2.6977
cheetah,transverse,8,49.9836,1.09854,2.69523
cheetah,transverse,8,57.5509,1.26485,2.69049
cheetah,transverse,8,66.2639,1.45635,2.68592
cheetah,transverse,8,76.2959,1.67683,2.67103
cheetah,transverse,8,87.8467,1.9307,2.66502
cheetah,transverse,8,101.146,2.223,2.66053
cheetah,transverse,8,116.459,2.55955,2.63427
cheetah,transverse,8,134.091,2.94705,2.62813
cheetah,transverse,8,154.392,3.39322,2.6087
cheetah,transverse,8,177.766,3.90694,2.59851
cheetah,transverse,8,204.679,4.49843,2.58328
cheetah,transverse,8,235.666,5.17947,2.57057
cheetah,transverse,8,271.345,5.96362,2.55762
cheetah,transverse,8,312.425,6.86649,2.54124
cheetah,transverse,8,359.725,7.90604,2.52546
cheetah,transverse,8,414.186,9.10298,2.50831
cheetah,transverse,8,476.892,10.4811,2.4917
cheetah,transverse,8,549.091,12.0679,2.47646
cheetah,transverse,8,632.22,13.895,2.46038
cheetah,transverse,8,727.936,15.9986,2.44267
cheetah,transverse,8,838.142,18.4207,2.43224
cheetah,transverse,8,965.033,21.2095,2.42486
cheetah,transverse,8,1111.13,24.4205,2.41911
cheetah,transverse,8,1279.35,28.1177,2.41599
cheetah,transverse,8,1473.04,32.3746,2.41422
cheetah,transverse,8,1696.06,37.2759,2.41262
cheetah,transverse,8,1952.83,42.9193,2.41246
cheetah,transverse,8,2248.48,49.4171,2.40992
cheetah,transverse,8,2588.89,56.8987,2.40825
cheetah,transverse,8,2980.83,65.5129,2.40711
cheetah,transverse,8,3432.12,75.4312,2.40649
cheetah,transverse,8,3951.73,86.8511,2.40605
cheetah,transverse,8,4550,100,2.40638
cheetah,transverse,10,4.55,0.1,3.49251
cheetah,transverse,10,5.2388,0.115138,3.48813
cheetah,transverse,10,6.032,0.132571,3.4922
cheetah,transverse,10,6.9452,0.152642,3.49656
cheetah,transverse,10,7.9967,0.175752,3.49745
cheetah,transverse,10,9.2073,0.202358,3.49759
cheetah,transverse,10,10.6013,0.232996,3.50073
cheetah,transverse,10,12.2063,0.26827,3.49922
cheetah,transverse,10,14.0542,0.308884,3.50252
cheetah,transverse,10,16.182,0.355648,3.51576
cheetah,transverse,10,18.6319,0.409492,3.51229
cheetah,transverse,10,21.4526,0.471486,3.51272
cheetah,transverse,10,24.7005,0.542868,3.51617
cheetah,transverse,10,28.44,0.625055,3.51743
cheetah,transverse,10,32.7457,0.719686,3.52742
cheetah,transverse,10,37.7032,0.828642,3.53262
cheetah,transverse,10,43.4113,0.954095,3.53261
cheetah,transverse,10,49.9836,1.09854,3.53556
cheetah,transverse,10,57.5509,1.26485,3.54338
cheetah,transverse,10,66.2639,1.45635,3.54578
cheetah,transverse,10,76.2959,1.67683,3.54532
cheetah,transverse,10,87.8467,1.9307,3.54773
cheetah,transverse,10,101.146,2.223,3.54705
cheetah,transverse,10,116.459,2.55955,3.54347
cheetah,transverse,10,134.091,2.94705,3.51921
cheetah,transverse,10,154.392,3.39322,3.50776
cheetah,transverse,10,177.766,3.90694,3.45314
cheetah,transverse,10,204.679,4.49843,3.41856
cheetah,transverse,10,235.666,5.17947,3.39254
cheetah,transverse,10,271.345,5.96362,3.32162
cheetah,transverse,10,312.425,6.86649,3.29441
cheetah,transverse,10,359.725,7.90604,3.27138
cheetah,transverse,10,414.186,9.10298,3.21331
cheetah,transverse,10,476.892,10.4811,3.18505
cheetah,transverse,10,549.091,12.0679,3.16204
cheetah,transverse,10,632.22,13.895,3.14112
cheetah,transverse,10,727.936,15.9986,3.12977
cheetah,transverse,10,838.142,18.4207,3.11955
cheetah,transverse,10,965.033,21.2095,3.09921
cheetah,transverse,10,1111.13,24.4205,3.08213
cheetah,transverse,10,1279.35,28.1177,3.05883
cheetah,transverse,10,1473.04,32.3746,3.0443
cheetah,transverse,10,1696.06,37.2759,3.03999
cheetah,transverse,10,1952.83,42.9193,3.0374
cheetah,transverse,10,2248.48,49.4171,3.03244
cheetah,transverse,10,2588.89,56.8987,3.03024
cheetah,transverse,10,2980.83,65.5129,3.02553
cheetah,transverse,10,3432.12,75.4312,3.02266
cheetah,transverse,10,3951.73,86.8511,3.02126
cheetah,transverse,10,4550,100,3.01893
cheetah,transverse,12,4.55,0.1,4.8
cheetah,transverse,12,5.2388,0.115138,4.8
cheetah,transverse,12,6.032,0.132571,4.8
cheetah,transverse,12,6.9452,0.152642,4.8
cheetah,transverse,12,7.9967,0.175752,4.79999
cheetah,transverse,12,9.2073,0.202358,4.8
cheetah,transverse,12,10.6013,0.232996,4.8
cheetah,transverse,12,12.2063,0.26827,4.8
cheetah,transverse,12,14.0542,0.308884,4.8
cheetah,transverse,12,16.182,0.355648,4.8
cheetah,transverse,12,18.6319,0.409492,4.8
cheetah,transverse,12,21.4526,0.471486,4.79998
cheetah,transverse,12,24.7005,0.542868,4.79999
cheetah,transverse,12,28.44,0.625055,4.8
cheetah,transverse,12,32.7457,0.719686,4.8
cheetah,transverse,12,37.7032,0.828642,4.8
cheetah,transverse,12,43.4113,0.954095,4.8
cheetah,transverse,12,49.9836,1.09854,4.8
cheetah,transverse,12,57.5509,1.26485,4.8
cheetah,transverse,12,66.2639,1.45635,4.8
cheetah,transverse,12,76.2959,1.67683,4.79999
cheetah,transverse,12,87.8467,1.9307,4.79999
cheetah,transverse,12,101.146,2.223,4.8
cheetah,transverse,12,116.459,2.55955,4.79999
cheetah,transverse,12,134.091,2.94705,4.8
cheetah,transverse,12,154.392,3.39322,4.8
cheetah,transverse,12,177.766,3.90694,4.8
cheetah,transverse,12,204.679,4.49843,4.8
cheetah,transverse,12,235.666,5.17947,4.77228
cheetah,transverse,12,271.345,5.96362,4.79999
cheetah,transverse,12,312.425,6.86649,4.8
cheetah,transverse,12,359.725,7.90604,4.8
cheetah,transverse,12,414.186,9.10298,4.8
cheetah,transverse,12,476.892,10.4811,4.7999
cheetah,transverse,12,549.091,12.0679,4.8
cheetah,transverse,12,632.22,13.895,4.8
cheetah,transverse,12,727.936,15.9986,4.8
cheetah,transverse,12,838.142,18.4207,4.79999
cheetah,transverse,12,965.033,21.2095,4.8
cheetah,transverse,12,1111.13,24.4205,4.79999
cheetah,transverse,12,1279.35,28.1177,4.8
cheetah,transverse,12,1473.04,32.3746,4.8
cheetah,transverse,12,1696.06,37.2759,4.8
cheetah,transverse,12,1952.83,42.9193,4.8
cheetah,transverse,12,2248.48,49.4171,4.8
cheetah,transverse,12,2588.89,56.8987,4.8
cheetah,transverse,12,2980.83,65.5129,4.8
cheetah,transverse,12,3432.12,75.4312,4.8
cheetah,transverse,12,3951.73,86.8511,4.8
cheetah,transverse,12,4550,100,4.8
cheetah,transverse,15,4.55,0.1,6
cheetah,transverse,15,5.2388,0.115138,6
cheetah,transverse,15,6.032,0.132571,6
cheetah,transverse,15,6.9452,0.152642,6
cheetah,transverse,15,7.9967,0.175752,6
cheetah,transverse,15,9.2073,0.202358,6
cheetah,transverse,15,10.6013,0.232996,6
cheetah,transverse,15,12.2063,0.26827,6
cheetah,transverse,15,14.0542,0.308884,6
cheetah,transverse,15,16.182,0.355648,6
cheetah,transverse,15,18.6319,0.409492,6
cheetah,transverse,15,21.4526,0.471486,6
cheetah,transverse,15,24.7005,0.542868,6
cheetah,transverse,15,28.44,0.625055,6
cheetah,transverse,15,32.7457,0.719686,6
cheetah,transverse,15,37.7032,0.828642,6
cheetah,transverse,15,43.4113,0.954095,6
cheetah,transverse,15,49.9836,1.09854,6
cheetah,transverse,15,57.5509,1.26485,6
cheetah,transverse,15,66.2639,1.45635,6
cheetah,transverse,15,76.2959,1.67683,6
cheetah,transverse,15,87.8467,1.9307,6
cheetah,transverse,15,101.146,2.223,6
cheetah,transverse,15,116.459,2.55955,6
cheetah,transverse,15,134.091,2.94705,6
cheetah,transverse,15,154.392,3.39322,6
cheetah,transverse,15,177.766,3.90694,6
cheetah,transverse,15,204.679,4.49843,6
cheetah,transverse,15,235.666,5.17947,6
cheetah,transverse,15,271.345,5.96362,6
cheetah,transverse,15,312.425,6.86649,6
cheetah,transverse,15,359.725,7.90604,6
cheetah,transverse,15,414.186,9.10298,6
cheetah,transverse,15,476.892,10.4811,6
cheetah,transverse,15,549.091,12.0679,6
cheetah,transverse,15,632.22,13.895,6
cheetah,transverse,15,727.936,15.9986,6
cheetah,transverse,15,838.142,18.4207,6
cheetah,transverse,15,965.033,21.2095,6
cheetah,transverse,15,1111.13,24.4205,6
cheetah,transverse,15,1279.35,28.1177,6
cheetah,transverse,15,1473.04,32.3746,6
cheetah,transverse,15,1696.06,37.2759,6
cheetah,transverse,15,1952.83,42.9193,6
cheetah,transverse,15,2248.48,49.4171,6
cheetah,transverse,15,2588.89,56.8987,5.99999
cheetah,transverse,15,2980.83,65.5129,6
cheetah,transverse,15,3432.12,75.4312,6
cheetah,transverse,15,3951.73,86.8511,6
cheetah,transverse,15,4550,100,6
horse,rotary,8,54.518,0.1,4.03245
horse,rotary,8,62.7718,0.11514,4.02761
horse,rotary,8,72.2751,0.132571,4.03126
horse,rotary,8,83.2173,0.152642,4.04965
horse,rotary,8,95.816,0.175751,4.05079
horse,rotary,8,110.322,0.202359,4.05886
horse,rotary,8,127.024,0.232995,4.05853
horse,rotary,8,146.255,0.26827,4.05968
horse,rotary,8,168.398,0.308884,4.02985
horse,rotary,8,193.892,0.355648,4.02878
horse,rotary,8,223.247,0.409492,3.97964
horse,rotary,8,257.045,0.471487,3.9699
horse,rotary,8,295.961,0.542867,3.94929
horse,rotary,8,340.768,0.625055,3.93679
horse,rotary,8,392.358,0.719686,3.93417
horse,rotary,8,451.76,0.828643,3.93076
horse,rotary,8,520.154,0.954096,3.92564
horse,rotary,8,598.903,1.09854,4.0811
horse,rotary,8,689.574,1.26486,4.07288
horse,rotary,8,793.972,1.45635,3.96601
horse,rotary,8,914.176,1.67683,3.93573
horse,rotary,8,1052.58,1.9307,3.93542
horse,rotary,8,1211.93,2.223,3.93324
horse,rotary,8,1395.41,2.55955,3.93187
horse,rotary,8,1606.67,2.94705,3.93221
horse,rotary,8,1849.92,3.39322,3.92901
horse,rotary,8,2129.99,3.90694,3.9817
horse,rotary,8,2452.46,4.49843,3.9938
horse,rotary,8,2823.75,5.17947,4.00638
horse,rotary,8,3251.25,5.96362,4.00328
horse,rotary,8,3743.47,6.86649,4.02057
horse,rotary,8,4310.22,7.90604,4.0204
horse,rotary,8,4962.76,9.10298,4.028
horse,rotary,8,5714.1,10.4811,4.03248
horse,rotary,8,6579.19,12.0679,4.04954
horse,rotary,8,7575.25,13.895,4.058
horse,rotary,8,8722.11,15.9986,4.06259
horse,rotary,8,10042.6,18.4207,4.07466
horse,rotary,8,11563,21.2095,4.0784
horse,rotary,8,13313.6,24.4205,4.07678
horse,rotary,8,15329.2,28.1177,4.08011
horse,rotary,8,17650,32.3746,4.0762
horse,rotary,8,20322.1,37.2759,4.07928
horse,rotary,8,23398.8,42.9193,4.08021
horse,rotary,8,26941.2,49.4171,4.08179
horse,rotary,8,31020,56.8987,4.07701
horse,rotary,8,35716.3,65.5129,4.07597
horse,rotary,8,41123.6,75.4312,4.08147
horse,rotary,8,47349.5,86.8511,4.07844
horse,rotary,8,54518,100,4.07505
horse,rotary,10,54.518,0.1,4.86213
horse,rotary,10,62.7718,0.11514,4.86103
horse,rotary,10,72.2751,0.132571,4.86195
horse,rotary,10,83.2173,0.152642,4.86031
horse,rotary,10,95.816,0.175751,4.87739
horse,rotary,10,110.322,0.202359,4.89444
horse,rotary,10,127.024,0.232995,4.89408
horse,rotary,10,146.255,0.26827,4.84562
horse,rotary,10,168.398,0.308884,4.84045
horse,rotary,10,193.892,0.355648,4.81633
horse,rotary,10,223.247,0.409492,4.80702
horse,rotary,10,257.045,0.471487,4.80431
horse,rotary,10,295.961,0.542867,4.79945
horse,rotary,10,340.768,0.625055,4.78943
horse,rotary,10,392.358,0.719686,4.78105
horse,rotary,10,451.76,0.828643,4.76511
horse,rotary,10,520.154,0.954096,4.76737
horse,rotary,10,598.903,1.09854,4.76052
horse,rotary,10,689.574,1.26486,4.74691
horse,rotary,10,793.972,1.45635,4.73511
horse,rotary,10,914.176,1.67683,4.72191
horse,rotary,10,1052.58,1.9307,4.6856
horse,rotary,10,1211.93,2.223,4.66272
horse,rotary,10,1395.41,2.55955,4.64392
horse,rotary,10,1606.67,2.94705,4.75883
horse,rotary,10,1849.92,3.39322,4.80918
horse,rotary,10,2129.99,3.90694,4.80954
horse,rotary,10,2452.46,4.49843,4.83322
horse,rotary,10,2823.75,5.17947,4.8325
horse,rotary,10,3251.25,5.96362,4.86331
horse,rotary,10,3743.47,6.86649,4.87936
horse,rotary,10,4310.22,7.90604,4.8935
horse,rotary,10,4962.76,9.10298,4.90906
horse,rotary,10,5714.1,10.4811,4.90741
horse,rotary,10,6579.19,12.0679,4.91628
horse,rotary,10,7575.25,13.895,4.93382
horse,rotary,10,8722.11,15.9986,4.93705
horse,rotary,10,10042.6,18.4207,4.93783
horse,rotary,10,11563,21.2095,4.94014
horse,rotary,10,13313.6,24.4205,4.9378
horse,rotary,10,15329.2,28.1177,4.93303
horse,rotary,10,17650,32.3746,4.92949
horse,rotary,10,20322.1,37.2759,4.92533
horse,rotary,10,23398.8,42.9193,4.92063
horse,rotary,10,26941.2,49.4171,4.91599
horse,rotary,10,31020,56.8987,4.90788
horse,rotary,10,35716.3,65.5129,4.90384
horse,rotary,10,41123.6,75.4312,4.89897
horse,rotary,10,47349.5,86.8511,4.89394
horse,rotary,10,54518,100,4.88915
horse,rotary,12,54.518,0.1,5.61765
horse,rotary,12,62.7718,0.11514,5.61801
horse,rotary,12,72.2751,0.132571,5.62384
horse,rotary,12,83.2173,0.152642,5.62313
horse,rotary,12,95.816,0.175751,5.626
horse,rotary,12,110.322,0.202359,5.6238
horse,rotary,12,127.024,0.232995,5.62173
horse,rotary,12,146.255,0.26827,5.61878
horse,rotary,12,168.398,0.308884,5.61237
horse,rotary,12,193.892,0.355648,5.6076
horse,rotary,12,223.247,0.409492,5.60246
horse,rotary,12,257.045,0.471487,5.59684
horse,rotary,12,295.961,0.542867,5.5906
horse,rotary,12,340.768,0.625055,5.58346
horse,rotary,12,392.358,0.719686,5.57498
horse,rotary,12,451.76,0.828643,5.56648
horse,rotary,12,520.154,0.954096,5.55544
horse,rotary,12,598.903,1.09854,5.53919
horse,rotary,12,689.574,1.26486,5.52331
horse,rotary,12,793.972,1.45635,5.50894
horse,rotary,12,914.176,1.67683,5.49873
horse,rotary,12,1052.58,1.9307,5.48537
horse,rotary,12,1211.93,2.223,5.47588
horse,rotary,12,1395.41,2.55955,5.45323
horse,rotary,12,1606.67,2.94705,5.44102
horse,rotary,12,1849.92,3.39322,5.42812
horse,rotary,12,2129.99,3.90694,5.43229
horse,rotary,12,2452.46,4.49843,5.44242
horse,rotary,12,2823.75,5.17947,5.45273
horse,rotary,12,3251.25,5.96362,5.50022
horse,rotary,12,3743.47,6.86649,5.53462
horse,rotary,12,4310.22,7.90604,5.78182
horse,rotary,12,4962.76,9.10298,5.78922
horse,rotary,12,5714.1,10.4811,5.79385
horse,rotary,12,6579.19,12.0679,5.79789
horse,rotary,12,7575.25,13.895,5.80188
horse,rotary,12,8722.11,15.9986,5.80039
horse,rotary,12,10042.6,18.4207,5.80622
horse,rotary,12,11563,21.2095,5.79976
horse,rotary,12,13313.6,24.4205,5.79149
horse,rotary,12,15329.2,28.1177,5.77557
horse,rotary,12,17650,32.3746,5.77224
horse,rotary,12,20322.1,37.2759,5.76568
horse,rotary,12,23398.8,42.9193,5.75837
horse,rotary,12,26941.2,49.4171,5.73166
horse,rotary,12,31020,56.8987,5.72802
horse,rotary,12,35716.3,65.5129,5.72335
horse,rotary,12,41123.6,75.4312,5.71779
horse,rotary,12,47349.5,86.8511,5.71147
horse,rotary,12,54518,100,5.70518
horse,rotary,15,54.518,0.1,6.79343
horse,rotary,15,62.7718,0.11514,6.89788
horse,rotary,15,72.2751,0.132571,7.01996
horse,rotary,15,83.2173,0.152642,7.11157
horse,rotary,15,95.816,0.175751,7.11007
horse,rotary,15,110.322,0.202359,7.10829
horse,rotary,15,127.024,0.232995,7.10647
horse,rotary,15,146.255,0.26827,7.10422
horse,rotary,15,168.398,0.308884,7.10245
horse,rotary,15,193.892,0.355648,7.09708
horse,rotary,15,223.247,0.409492,7.08719
horse,rotary,15,257.045,0.471487,7.13907
horse,rotary,15,295.961,0.542867,7.15537
horse,rotary,15,340.768,0.625055,7.14977
horse,rotary,15,392.358,0.719686,7.14065
horse,rotary,15,451.76,0.828643,7.12324
horse,rotary,15,520.154,0.954096,7.10848
horse,rotary,15,598.903,1.09854,7.09796
